"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7746","UPDATE_PROFILE_01: Should open profile editing popup","chromium","2026-06-07","failed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","13151","Should close login form with X button","chromium","2026-06-07","passed","2026-06-07","CyberBnB Login","homepage/login.spec.ts","",""
"","9159","REVIEW_03: Logged in user submits comment → success and instantly displays","chromium","2026-06-07","failed","2026-06-07","User Reviews","booking/review.spec.ts","",""
"","9983","Should close login form by clicking outside popup","chromium","2026-06-07","passed","2026-06-07","CyberBnB Login","homepage/login.spec.ts","",""
"","16329","BOOKING_07: Click Check-in → opens date picker, select dates → displays correctly on modal","chromium","2026-06-07","passed","2026-06-07","Booking","booking/booking.spec.ts","",""
"","8071","PROMINENT_LOCATION_01: Should filter room data by location","chromium","2026-06-07","passed","2026-06-07","Prominent Location","homepage/location.spec.ts","",""
"","5913","Responsive - Kiểm tra Mobile Layout","chromium","2026-06-07","passed","2026-06-07","","homepage/layout.spec.ts","",""
"","15430","Should not register with all fields empty","chromium","2026-06-07","passed","2026-06-07","CyberBnB Register","homepage/register.spec.ts","",""
"","12259","BOOKING_01: Not logged in click Book → show login request notification","chromium","2026-06-07","passed","2026-06-07","Booking","booking/booking.spec.ts","",""
"","23563","UPDATE_AVATAR_07: Should handle rectangular image upload","chromium","2026-06-07","failed","2026-06-07","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","26041","UPDATE_PROFILE_10: Should show error for incorrect phone format","chromium","2026-06-07","failed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","25753","Should login successfully","chromium","2026-06-07","failed","2026-06-07","CyberBnB Login","homepage/login.spec.ts","",""
"","10847","UPDATE_PROFILE_14: Should show error when gender is not selected","chromium","2026-06-07","failed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","8058","PROMINENT_LOCATION_02: Should navigate to room list on location click","chromium","2026-06-07","passed","2026-06-07","Prominent Location","homepage/location.spec.ts","",""
"","10488","Should show error when only Name is filled","chromium","2026-06-07","passed","2026-06-07","CyberBnB Register","homepage/register.spec.ts","",""
"","10014","SEARCH_08: Apply price filter → results change according to filter (BUG)","chromium","2026-06-07","passed","2026-06-07","Search","homepage/search.spec.ts","",""
"","21265","UPDATE_AVATAR_01: Should open photo update popup","chromium","2026-06-07","failed","2026-06-07","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","11865","SEARCH_07: Click on search bar → expands, click outside → collapses (BUG)","chromium","2026-06-07","passed","2026-06-07","Search","homepage/search.spec.ts","",""
"","23731","UPDATE_AVATAR_03: Should upload image in correct format","chromium","2026-06-07","failed","2026-06-07","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
