"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6595","Responsive - Kiểm tra Mobile Layout","chromium","2026-06-06","passed","2026-06-06","","homepage/layout.spec.ts","",""
"","13051","Should open signup box","chromium","2026-06-06","passed","2026-06-06","CyberBnB Homepage Verification","homepage/login.spec.ts","",""
"","13222","Header - Filter phải hiển thị đúng cấu trúc","chromium","2026-06-06","passed","2026-06-06","","roomsPage/layout.spec.ts","",""
"","8094","Footer - Kiểm tra cấu trúc các mục thông tin và liên kết","chromium","2026-06-06","passed","2026-06-06","","roomsPage/layout.spec.ts","",""
"","4875","Location Picker - Dữ liệu hiển thị phải khớp với API","chromium","2026-06-06","passed","2026-06-06","","homepage/layout.spec.ts","",""
"","8550","Header - Filter phải hiển thị đúng cấu trúc","chromium","2026-06-06","passed","2026-06-06","","homepage/layout.spec.ts","",""
"","6615","Footer - Kiểm tra cấu trúc các mục thông tin và liên kết","chromium","2026-06-06","passed","2026-06-06","","homepage/layout.spec.ts","",""
"","4641","Location Integrity - 8 địa điểm từ API phải hiển thị trên trang","chromium","2026-06-06","passed","2026-06-06","","homepage/layout.spec.ts","",""
"","15701","Date Picker - Hiển thị đủ các tùy chọn chọn nhanh (Static Ranges)","chromium","2026-06-06","failed","2026-06-06","","homepage/layout.spec.ts","",""
"","3566","Header - Location Picker","chromium","2026-06-06","passed","2026-06-06","","roomsPage/search.spec.ts","",""
"","7491","Should open login box","chromium","2026-06-06","passed","2026-06-06","CyberBnB Homepage Verification","homepage/login.spec.ts","",""
"","14342","Responsive - Kiểm tra Mobile Layout","chromium","2026-06-06","passed","2026-06-06","","roomsPage/layout.spec.ts","",""
